protein_file,score,vina_score,features,label
/home/sl160/vina_docking_results/2hb1_protein_H.pdb,4.275754927719358,5.411,"[-0.6931472, -0.6931472, 8.126688, -0.6931472, -0.6931472, -0.6931472, -0.5204612, 20.64447]",False
/home/sl160/vina_docking_results/2hb9_protein_H.pdb,5.170918471655356,6.672,"[-0.6931472, -0.6931472, 25.580332, -0.6931472, -0.6931472, -0.6931472, -0.18869376, 24.021212]",False
/home/sl160/vina_docking_results/2hai_protein_H.pdb,5.682505628454057,8.829,"[-0.6931472, -0.6931472, -0.6931354, -0.6931472, -0.6931472, -0.6931472, 1.7599769, 28.55757]",True
/home/sl160/vina_docking_results/2hd1_protein_H.pdb,5.510537159792048,6.62,"[-0.6931472, -0.6931472, 30.350327, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 25.712584]",False
/home/sl160/vina_docking_results/2hdq_protein_H.pdb,3.16830372214842,4.531,"[-0.6931472, -0.6931472, -0.6768972, -0.6931472, -0.6931472, -0.6931397, 1.1905204, 14.492243]",False
/home/sl160/vina_docking_results/2hdr_protein_H.pdb,3.988855368772329,4.146,"[-0.6931472, -0.6931472, -0.6809914, -0.6931472, -0.6931472, -0.6931378, -0.6870373, 19.87652]",False
/home/sl160/vina_docking_results/2hds_protein_H.pdb,3.903295737760743,6.897,"[-0.6931472, -0.6931472, 9.053045, -0.6931472, -0.6931472, -0.6931472, 0.91020644, 17.894178]",False
/home/sl160/vina_docking_results/2hdu_protein_H.pdb,3.920910596301235,4.918,"[-0.6931472, -0.6931472, 11.071358, -0.6931472, -0.6931472, -0.6931465, -0.6907623, 18.427425]",False
/home/sl160/vina_docking_results/2hd6_protein_H.pdb,7.000484465433368,7.069,"[-0.6931472, -0.6931472, 25.562517, -0.6931472, -0.6931472, -0.6931472, -0.6931466, 34.610535]",False
/home/sl160/vina_docking_results/2hiw_protein_H.pdb,7.884179110009534,12.982,"[-0.6931472, -0.6931472, -0.69308704, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 42.00896]",True
/home/sl160/vina_docking_results/2hh5_protein_H.pdb,6.452925668061441,8.592,"[-0.6931472, -0.6931472, 30.606306, -0.6931472, -0.6931472, -0.6931472, -0.6929011, 31.042934]",True
/home/sl160/vina_docking_results/2hk5_protein_H.pdb,7.1314763978967175,9.472,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.692916, -0.69314706, 37.733204]",True
/home/sl160/vina_docking_results/2hmb_protein_H.pdb,4.695710195034517,5.129,"[-0.6931472, -0.6931472, 13.192022, -0.6931472, -0.6931472, -0.69314706, 1.0394347, 21.97119]",False
/home/sl160/vina_docking_results/2hny_protein_H.pdb,-0.7758415790435812,10.763,"[-0.54060006, -0.6931441, -0.32428464, 3.9546695, -0.6931451, 0.4996071, -0.69226426, 2.7347922]",True
/home/sl160/vina_docking_results/2hog_protein_H.pdb,6.612359067845743,10.431,"[-0.6931472, -0.6931472, -0.69088185, -0.6931472, -0.6931472, -0.69314706, -0.6931472, 34.783657]",True
/home/sl160/vina_docking_results/2hmw_protein_H.pdb,15.031565689947683,7.344,"[-0.6931472, -0.6931472, 7.5778775, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 81.86348]",False
/home/sl160/vina_docking_results/2hrm_protein_H.pdb,4.044942851727545,5.775,"[-0.6931472, -0.6931472, 8.820942, -0.6931472, -0.6931472, -0.69314027, -0.6931472, 19.336811]",False
/home/sl160/vina_docking_results/2hpa_protein_H.pdb,4.973751071766376,5.402,"[-0.6931472, -0.6931472, 22.832064, -0.6931472, -0.6931472, -0.6931472, 1.0380249, 22.67806]",False
/home/sl160/vina_docking_results/2hr6_protein_H.pdb,3.9691438713076432,5.515,"[-0.6931472, -0.6931472, 9.099527, -0.6931472, -0.6931472, -0.69314075, -0.6931472, 18.880968]",False
/home/sl160/vina_docking_results/2hvc_protein_H.pdb,6.470873832714036,10.37,"[-0.6931472, -0.6931472, 0.6510705, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 33.85834]",True
/home/sl160/vina_docking_results/2hwo_protein_H.pdb,5.558331493088218,7.799,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931465, -0.6931471, 28.796026]",False
/home/sl160/vina_docking_results/2hwh_protein_H.pdb,5.153214460146673,8.372,"[-0.6931472, -0.6931472, -0.69192684, -0.6931472, -0.6931472, -0.6931472, -0.4836226, 26.413862]",True
/home/sl160/vina_docking_results/2hs2_protein_H.pdb,7.041469580047803,9.156,"[-0.6931472, -0.6931472, 19.765759, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 35.36844]",True
/home/sl160/vina_docking_results/2hwi_protein_H.pdb,5.8126773717820575,8.442,"[-0.6931472, -0.6931472, -0.6931471, -0.6931472, -0.6931472, -0.6931472, 0.1397497, 29.92047]",True
/home/sl160/vina_docking_results/2hwp_protein_H.pdb,5.214776043201632,7.623,"[-0.6931472, -0.6931472, -0.69314545, -0.6931472, -0.6931472, -0.6931472, -0.69314706, 26.844313]",False
/home/sl160/vina_docking_results/2hxq_protein_H.pdb,6.450621602336635,10.61,"[-0.6931472, -0.6931472, -0.6930441, -0.6931472, -0.6931472, -0.6931469, -0.6931472, 33.86504]",True
/home/sl160/vina_docking_results/2hxl_protein_H.pdb,6.034260757297421,8.86,"[-0.6931472, -0.6931472, -0.67820793, -0.6931472, -0.6931472, -0.69314694, -0.6931472, 31.49838]",True
/home/sl160/vina_docking_results/2hy0_protein_H.pdb,6.802781092987049,11.413,"[-0.6931472, -0.6931472, -0.6921937, -0.6931472, -0.6931472, -0.69314677, -0.6931472, 35.86555]",True
/home/sl160/vina_docking_results/2hz4_protein_H.pdb,5.247490897177663,7.883,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6505918, -0.69314593, 27.080753]",False
/home/sl160/vina_docking_results/2hzi_protein_H.pdb,7.313977233841094,13.179,"[-0.6931472, -0.6931472, -0.4137656, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 38.744392]",True
/home/sl160/vina_docking_results/2hzn_protein_H.pdb,7.244292263569326,10.139,"[-0.6931472, -0.6931472, -0.6931277, -0.6931472, -0.6931472, -0.69314706, -0.6931472, 38.37382]",True
/home/sl160/vina_docking_results/2hyy_protein_H.pdb,7.919938087652686,12.296,"[-0.6931472, -0.6931472, -0.6931457, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 42.212112]",True
/home/sl160/vina_docking_results/2hz0_protein_H.pdb,7.951148023447503,12.301,"[-0.6931472, -0.6931472, -0.6931337, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 42.389416]",True
/home/sl160/vina_docking_results/2hzy_protein_H.pdb,20.472038266907944,6.714,"[-0.6931472, -0.6931472, 97.97382, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 104.582275]",False
/home/sl160/vina_docking_results/2i0e_protein_H.pdb,7.013726243367906,9.181,"[-0.6931472, -0.6931472, -0.6931461, -0.6931472, -0.6931472, -0.693048, -0.6931472, 37.064117]",True
/home/sl160/vina_docking_results/2i0v_protein_H.pdb,6.628460872848448,11.298,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6930712, -0.69314617, 34.875427]",True
/home/sl160/vina_docking_results/2i0y_protein_H.pdb,6.253940560943015,9.074,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931082, -0.6931472, 32.74777]",True
/home/sl160/vina_docking_results/2i0h_protein_H.pdb,7.082449913501435,10.836,"[-0.6931472, -0.6931472, -0.6930837, -0.6931472, -0.6931472, -0.69312704, -0.6931472, 37.454433]",True
/home/sl160/vina_docking_results/2i1m_protein_H.pdb,6.646115306517404,8.94,"[-0.6931472, -0.6931472, -0.69314575, -0.6931472, -0.6931472, -0.6931261, -0.6931472, 34.97566]",True
/home/sl160/vina_docking_results/2i1r_protein_H.pdb,5.49282072841782,9.158,"[-0.6931472, -0.6931472, -0.69305295, -0.6931472, -0.6931472, -0.6931472, -0.25077972, 28.253645]",True
/home/sl160/vina_docking_results/2i0d_protein_H.pdb,13.366032597348632,9.524,"[-0.6931472, -0.6931472, -0.6891789, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 73.15056]",True
/home/sl160/vina_docking_results/2i4t_protein_H.pdb,1.6236157249236507,8.336,"[-0.6915459, -0.6931472, -0.44047248, -0.693147, -0.3154685, -0.4299505, -0.166673, 6.6179204]",True
/home/sl160/vina_docking_results/2i6a_protein_H.pdb,5.443115238853316,9.409,"[-0.6931472, -0.6931472, 39.155094, -0.6931472, -0.6931472, -0.6931472, -0.69314533, 24.53203]",True
/home/sl160/vina_docking_results/2i5j_protein_H.pdb,5.155848502673601,10.658,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6930951, 3.6995273, 24.819466]",True
/home/sl160/vina_docking_results/2i5f_protein_H.pdb,4.4842252686663375,5.416,"[-0.6931472, -0.6931472, -0.692962, -0.6931472, -0.6931472, -0.6930718, 4.1166315, 20.843554]",False
/home/sl160/vina_docking_results/2ieh_protein_H.pdb,4.909410460937191,8.992,"[-0.6931472, -0.6931472, 0.1741435, -0.6931472, -0.6931472, -0.6931472, -0.69197124, 25.030546]",True
/home/sl160/vina_docking_results/2ica_protein_H.pdb,6.548607829107925,8.913,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.69314647, -0.6931472, 34.4217]",True
/home/sl160/vina_docking_results/2ien_protein_H.pdb,7.14801407370034,9.372,"[-0.6931472, -0.6931472, 8.030621, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 37.036674]",True
/home/sl160/vina_docking_results/2idk_protein_H.pdb,1.9769254754919023,8.032,"[-0.6931472, -0.6931472, 0.54652953, -0.6931413, -0.6931472, -0.66706717, -0.6930995, 8.369064]",True
/home/sl160/vina_docking_results/2idw_protein_H.pdb,6.951889988271608,9.002,"[-0.6931472, -0.6931472, 19.881454, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 34.849064]",True
/home/sl160/vina_docking_results/2ieo_protein_H.pdb,7.701187129594436,9.171,"[-0.6931472, -0.6931472, 14.276793, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 39.613426]",True
/home/sl160/vina_docking_results/2igx_protein_H.pdb,8.556203848483174,11.652,"[-0.6931472, -0.6931472, 51.129635, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 41.132572]",True
/home/sl160/vina_docking_results/2igy_protein_H.pdb,7.991307264549388,9.606,"[-0.6931472, -0.6931472, 41.929417, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 38.756798]",True
/home/sl160/vina_docking_results/2iku_protein_H.pdb,4.562059402800782,10.091,"[-0.6931472, -0.6931472, 4.225174, -0.6931452, -0.6931472, -0.68670887, -0.69083494, 22.69755]",True
/home/sl160/vina_docking_results/2ilp_protein_H.pdb,4.643301025702582,7.043,"[-0.6931472, -0.6931472, 10.413542, -0.6931472, -0.6931472, -0.6931472, -0.45090252, 22.49856]",False
/home/sl160/vina_docking_results/2ima_protein_H.pdb,5.347118377835767,7.612,"[-0.6931472, -0.6931472, 14.466169, -0.6931472, -0.6931472, -0.6931472, -0.43312436, 26.12296]",False
/home/sl160/vina_docking_results/2imb_protein_H.pdb,3.6927006300297975,5.207,"[-0.6931472, -0.6931472, 7.772304, -0.6931472, -0.6931472, -0.6931472, 0.14102459, 17.10977]",False
/home/sl160/vina_docking_results/2in6_protein_H.pdb,5.640864353674085,11.787,"[-0.6931472, -0.6931472, -0.62811613, -0.6931472, -0.6931472, -0.6931472, -0.693147, 29.258993]",True
/home/sl160/vina_docking_results/2io6_protein_H.pdb,5.967286087655398,11.063,"[-0.6931472, -0.6931472, -0.4503096, -0.6931472, -0.6931472, -0.6931472, -0.69314677, 31.097265]",True
/home/sl160/vina_docking_results/2iok_protein_H.pdb,6.539389589994958,10.838,"[-0.6931472, -0.6931472, -0.6069044, -0.6931472, -0.6931472, -0.6931406, -0.6931472, 34.361526]",True
/home/sl160/vina_docking_results/2it4_protein_H.pdb,6.6592130538779415,4.212,"[-0.6931472, -0.6931472, 14.042183, -0.6931472, -0.69314706, -0.6931472, 4.115561, 31.865088]",False
/home/sl160/vina_docking_results/2ito_protein_H.pdb,5.792929648454511,8.397,"[-0.6931472, -0.6931472, -0.6931463, -0.6931472, -0.6931472, -0.69314706, -0.6931472, 30.128756]",True
/home/sl160/vina_docking_results/2itp_protein_H.pdb,6.40789795612094,9.635,"[-0.6931472, -0.6931472, -0.6931427, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 33.622337]",True
/home/sl160/vina_docking_results/2itt_protein_H.pdb,6.28411962074487,9.727,"[-0.6931472, -0.6931472, -0.69314706, -0.6931472, -0.6931472, -0.69314677, -0.6931472, 32.919163]",True
/home/sl160/vina_docking_results/2ity_protein_H.pdb,5.714497581823082,7.798,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931468, -0.6931472, 29.683187]",False
/home/sl160/vina_docking_results/2itz_protein_H.pdb,5.779409402299365,8.195,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 30.051947]",True
/home/sl160/vina_docking_results/2iws_protein_H.pdb,5.194154748384547,7.969,"[-0.6931472, -0.6931472, 13.383272, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 25.452122]",False
/home/sl160/vina_docking_results/2iwu_protein_H.pdb,5.369654659574811,8.634,"[-0.6931472, -0.6931472, 4.6357346, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 27.241478]",True
/home/sl160/vina_docking_results/2ivu_protein_H.pdb,7.046013827072818,9.715,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.69299674, -0.6931472, 37.2476]",True
/home/sl160/vina_docking_results/2iwx_protein_H.pdb,5.438638677234249,8.093,"[-0.6931472, -0.6931472, 17.114384, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 26.50305]",True
/home/sl160/vina_docking_results/2j2i_protein_H.pdb,6.643530847910329,12.68,"[-0.6931472, -0.6931472, -0.64752406, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 34.956818]",True
/home/sl160/vina_docking_results/2j4a_protein_H.pdb,7.420132651599877,10.529,"[-0.6931472, -0.6931472, 2.8775601, -0.6931472, -0.6931472, -0.6931472, -0.6858357, 39.04651]",True
/home/sl160/vina_docking_results/2j4z_protein_H.pdb,6.74492167077205,9.681,"[-0.6931472, -0.6931472, -0.693147, -0.6931472, -0.6931472, -0.693094, -0.6931472, 35.537003]",True
/home/sl160/vina_docking_results/2j6m_protein_H.pdb,6.065132150446452,9.842,"[-0.6931472, -0.6931472, -0.6931446, -0.6931472, -0.6931472, -0.69314694, -0.6931472, 31.675116]",True
/home/sl160/vina_docking_results/2j50_protein_H.pdb,6.23586942335159,8.68,"[-0.6931472, -0.6931472, -0.6931471, -0.6931472, -0.6931472, -0.68489987, -0.6931472, 32.65486]",True
/home/sl160/vina_docking_results/2iyf_protein_H.pdb,7.154709806410848,7.884,"[-0.6931472, -0.6931472, 38.294647, -0.6931472, -0.6931472, -0.6931472, -0.69314706, 34.333397]",False
/home/sl160/vina_docking_results/2j78_protein_H.pdb,5.25363539594337,6.12,"[-0.6931472, -0.6931472, 27.726078, -0.6931472, -0.6931472, -0.6931472, 0.56861115, 24.005373]",False
/home/sl160/vina_docking_results/2j7d_protein_H.pdb,5.798457136490792,6.603,"[-0.6931472, -0.6931472, 23.679867, -0.6931472, -0.6931472, -0.6931472, -0.19098079, 27.759232]",False
/home/sl160/vina_docking_results/2j7h_protein_H.pdb,4.493965163042968,6.65,"[-0.6931472, -0.6931472, 18.483511, -0.6931472, -0.6931472, -0.6931472, 2.285015, 19.86653]",False
/home/sl160/vina_docking_results/2j7x_protein_H.pdb,5.917387943316568,11.161,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.69303566, -0.6931472, 30.835928]",True
/home/sl160/vina_docking_results/2j7w_protein_H.pdb,4.650365819442205,4.321,"[-0.6931472, -0.6931472, 9.401945, -0.6931472, -0.6931472, -0.6931472, 7.8531003, 19.43523]",False
/home/sl160/vina_docking_results/2j9n_protein_H.pdb,4.1151237602841855,5.646,"[-0.6931472, -0.6931472, 17.826199, -0.6931472, -0.6931472, -0.6931472, -0.6930844, 18.919773]",False
/home/sl160/vina_docking_results/2jal_protein_H.pdb,5.061986907703857,5.107,"[-0.6931472, -0.6931472, 22.514801, -0.6931472, -0.6931472, -0.6931472, -0.5342829, 23.813028]",False
/home/sl160/vina_docking_results/2jaj_protein_H.pdb,5.356917393484225,6.313,"[-0.6931472, -0.6931472, 4.6771727, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 27.165361]",False
/home/sl160/vina_docking_results/2jbo_protein_H.pdb,6.22803878390962,10.916,"[-0.6931472, -0.6931472, -0.6930689, -0.6931472, -0.6931472, -0.69304013, -0.6931472, 32.600693]",True
/home/sl160/vina_docking_results/2jbp_protein_H.pdb,6.507962229564157,9.794,"[-0.6931472, -0.6931472, -0.69310504, -0.6931472, -0.6931472, -0.6931458, -0.6931472, 34.190796]",True
/home/sl160/vina_docking_results/2jbj_protein_H.pdb,5.436398498398019,7.09,"[-0.6931472, -0.6931472, 43.588943, -0.6931472, -0.6931472, -0.6931472, -0.6931375, 24.092255]",False
/home/sl160/vina_docking_results/2j83_protein_H.pdb,12.472253813826253,8.296,"[-0.6931472, -0.6931472, 33.424133, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 64.983086]",True
/home/sl160/vina_docking_results/2jbk_protein_H.pdb,4.48628900601784,6.986,"[-0.6931472, -0.6931472, 30.03629, -0.6931472, -0.6931472, -0.6931472, -0.6930376, 19.922323]",False
/home/sl160/vina_docking_results/2jc0_protein_H.pdb,5.497855174443791,7.652,"[-0.6931472, -0.6931472, 34.702866, -0.6931472, -0.6931472, -0.6931472, -0.6931255, 25.246279]",False
/home/sl160/vina_docking_results/2jdo_protein_H.pdb,5.745618818401256,7.715,"[-0.6931472, -0.6931472, -0.69235307, -0.6931472, -0.6931472, -0.6930655, -0.6931472, 29.86001]",False
/home/sl160/vina_docking_results/2jiu_protein_H.pdb,6.046862598684165,9.621,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 31.57133]",True
/home/sl160/vina_docking_results/2jg0_protein_H.pdb,7.273204805127526,8.845,"[-0.6931472, -0.6931472, 23.685402, -0.6931472, -0.6931472, -0.6931472, 12.185165, 31.374731]",True
/home/sl160/vina_docking_results/2jj3_protein_H.pdb,-1.6387488816524332,10.098,"[-0.0024232864, -0.69308096, 0.49507904, 4.8423824, -0.6931059, 1.7007136, -0.68739367, 1.1063073]",True
/home/sl160/vina_docking_results/2jjr_protein_H.pdb,2.3666358103402234,4.12,"[-0.6931472, -0.6931472, 13.432495, -0.6931472, -0.6931472, -0.6931124, -0.6930283, 9.384762]",False
/home/sl160/vina_docking_results/2jk7_protein_H.pdb,4.768843642178107,7.684,"[-0.6931472, -0.6931472, -0.6925575, -0.6931472, -0.6931472, -0.69309664, -0.69313514, 24.311014]",False
/home/sl160/vina_docking_results/2jkk_protein_H.pdb,6.013840686838848,9.666,"[-0.6931472, -0.6931472, -0.69314456, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 31.383734]",True
/home/sl160/vina_docking_results/2jnp_protein_H.pdb,5.832574854243984,6.391,"[-0.6931472, -0.6931472, 19.042284, -0.6931472, -0.6931472, -0.6931434, -0.6930764, 28.566313]",False
/home/sl160/vina_docking_results/2jsd_protein_H.pdb,5.561350811432813,7.082,"[-0.6931472, -0.6931472, 12.42231, -0.6931472, -0.6931472, -0.6931446, -0.05199206, 27.378487]",False
/home/sl160/vina_docking_results/2jst_protein_H.pdb,10.789730084075126,4.926,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.532411, -0.6930478, 58.706203]",False
/home/sl160/vina_docking_results/2jle_protein_H.pdb,2.2283382483883742,11.703,"[-0.69314694, -0.6931472, -0.5946239, -0.67873776, -0.6931471, -0.6637285, -0.45450196, 9.839041]",True
/home/sl160/vina_docking_results/2k0g_protein_H.pdb,4.299537180253709,8.807,"[-0.6931472, -0.6931472, 0.5696806, -0.6931472, -0.6931472, -0.6931472, -0.6409452, 21.510447]",True
/home/sl160/vina_docking_results/2jt6_protein_H.pdb,5.439585677283164,8.992,"[-0.6931472, -0.6931472, 21.125996, -0.6931472, -0.6931472, -0.6931451, -0.69314474, 26.145061]",True
/home/sl160/vina_docking_results/2jkq_protein_H.pdb,6.979828820672053,10.421,"[-0.6931472, -0.6931472, -0.6931471, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 36.87143]",True
/home/sl160/vina_docking_results/2jt5_protein_H.pdb,5.9677123825121,8.838,"[-0.6931472, -0.6931472, 19.228264, -0.6931472, -0.6931472, -0.6931349, -0.69314677, 29.317213]",True
/home/sl160/vina_docking_results/2k2g_protein_H.pdb,5.304713247402312,7.692,"[-0.6931472, -0.6931472, 9.595507, -0.6931472, -0.6931472, -0.6931355, -0.6930285, 26.423262]",False
/home/sl160/vina_docking_results/2k0x_protein_H.pdb,3.4244732905496065,4.563,"[-0.6931472, -0.6931472, 4.8814282, -0.6931472, -0.6931471, -0.6928573, -0.6931463, 16.169153]",False
/home/sl160/vina_docking_results/2k31_protein_H.pdb,5.478569979219428,7.799,"[-0.6931472, -0.6931472, 8.917559, -0.6931472, -0.6931472, -0.6931472, -0.69314706, 27.472368]",False
/home/sl160/vina_docking_results/2kaw_protein_H.pdb,4.4140491629250285,6.297,"[-0.6931472, -0.6931472, -0.6929363, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 22.295435]",False
/home/sl160/vina_docking_results/2jbv_protein_H.pdb,8.046496371922256,10.685,"[-0.6931472, -0.6931472, 19.35415, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 41.115192]",True
/home/sl160/vina_docking_results/2k46_protein_H.pdb,4.273962484082112,4.323,"[-0.6931472, -0.6931472, 7.825994, -0.6931472, -0.6931472, -0.6930721, -0.6891229, 20.726507]",False
/home/sl160/vina_docking_results/2l98_protein_H.pdb,4.954786317556132,6.823,"[-0.6931472, -0.6931472, -0.663528, -0.6931472, -0.6931472, -0.6930066, -0.6931472, 25.36482]",False
/home/sl160/vina_docking_results/2l1r_protein_H.pdb,4.7742977261203166,7.613,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931438, -0.6931448, -0.6931472, 24.342]",False
/home/sl160/vina_docking_results/2kfx_protein_H.pdb,4.40733910756937,6.17,"[-0.6931472, -0.6931472, -0.5765262, -0.6931472, -0.6931472, -0.6931468, -0.69314706, 22.246769]",False
/home/sl160/vina_docking_results/2l84_protein_H.pdb,4.337957367374074,6.916,"[-0.6931472, -0.6931472, 11.35022, -0.6931472, -0.6931472, -0.6931472, -0.6931471, 20.772291]",False
/home/sl160/vina_docking_results/2lk1_protein_H.pdb,3.17425083152508,6.392,"[-0.6931472, -0.6931472, -0.6458371, -0.6931395, -0.6931471, -0.68867666, -0.6869029, 15.250904]",False
/home/sl160/vina_docking_results/2kdh_protein_H.pdb,5.49367426604384,5.691,"[-0.6931472, -0.6931472, -0.69308805, -0.6931472, -0.6931472, -0.44570595, -0.6931472, 28.722868]",False
/home/sl160/vina_docking_results/2lh8_protein_H.pdb,2.9807970501662293,5.041,"[-0.6931472, -0.6931472, 7.1185746, -0.6931472, -0.6931472, -0.69313955, -0.6931073, 13.445673]",False
/home/sl160/vina_docking_results/2lbv_protein_H.pdb,5.762471198257099,7.658,"[-0.6931472, -0.6931472, -0.69314456, -0.6931472, -0.6931472, -0.6931472, -0.6930789, 29.955698]",False
/home/sl160/vina_docking_results/2lzg_protein_H.pdb,5.636949550558317,8.275,"[-0.6931472, -0.6931472, -0.6926782, -0.6931472, -0.6931472, -0.6931471, -0.6931406, 29.242598]",True
/home/sl160/vina_docking_results/2kp8_protein_H.pdb,5.723998078709282,6.587,"[-0.6931472, -0.6931472, -0.09944576, -0.6931472, -0.6931472, -0.6931468, -0.6931321, 29.683378]",False
/home/sl160/vina_docking_results/2mji_protein_H.pdb,3.9012479861915166,7.979,"[-0.6931472, -0.6931472, -0.6782507, -0.6931472, -0.6931472, -0.6931472, -0.6911929, 19.38017]",False
/home/sl160/vina_docking_results/2lkk_protein_H.pdb,4.624562247806658,5.983,"[-0.6931472, -0.6931472, 19.818523, -0.6931472, -0.6931472, -0.6931472, 0.19087094, 21.293268]",False
/home/sl160/vina_docking_results/2m3z_protein_H.pdb,3.927724588550621,8.158,"[-0.6931472, -0.6931472, -0.69313747, -0.6931472, -0.6931472, -0.6931463, -0.3483604, 19.40002]",True
/home/sl160/vina_docking_results/2mlm_protein_H.pdb,4.72781278803587,7.417,"[-0.6931472, -0.6931472, -0.69314694, -0.6931472, -0.6931472, -0.6931471, -0.6890422, 24.076338]",False
/home/sl160/vina_docking_results/2mov_protein_H.pdb,3.534984355377342,4.926,"[-0.6931472, -0.6931472, -0.6796441, -0.6931472, -0.6931472, -0.69314593, 1.532517, 16.44398]",False
/home/sl160/vina_docking_results/2lko_protein_H.pdb,5.031668665939758,4.5,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.69314677, -0.62823725, 25.779123]",False
/home/sl160/vina_docking_results/2nn7_protein_H.pdb,8.276411056644548,6.497,"[-0.6931472, -0.6931472, 22.689545, -0.6931472, -0.6931472, -0.6931472, 2.9621198, 40.712776]",False
/home/sl160/vina_docking_results/2lha_protein_H.pdb,4.447983739767137,3.48,"[-0.6931472, -0.6931472, -0.6234999, -0.6919582, -0.6931472, -0.5749419, -0.6922187, 22.624252]",False
/home/sl160/vina_docking_results/2nng_protein_H.pdb,6.338296880286858,5.931,"[-0.6931472, -0.6931472, 22.44392, -0.6931472, -0.6931472, -0.6931471, -0.6930985, 31.13116]",False
/home/sl160/vina_docking_results/2nn8_protein_H.pdb,3.27880050117487,4.777,"[-0.6931472, -0.6931472, -0.03948754, -0.6931472, -0.693146, -0.6930179, -0.19031483, 15.593672]",False
/home/sl160/vina_docking_results/2nno_protein_H.pdb,6.831444734649103,6.3,"[-0.6931472, -0.6931472, 21.754816, -0.6931472, -0.6931472, -0.6931472, -0.6897295, 33.993816]",False
/home/sl160/vina_docking_results/2nns_protein_H.pdb,6.136821761290899,6.642,"[-0.6931472, -0.6931472, 27.061497, -0.6931472, -0.6931472, -0.6931472, -0.69311523, 29.56835]",False
/home/sl160/vina_docking_results/2nnv_protein_H.pdb,6.444810857328315,6.385,"[-0.6931472, -0.6931472, 23.657646, -0.6931472, -0.6931472, -0.6931472, -0.69305336, 31.626303]",False
/home/sl160/vina_docking_results/2nnq_protein_H.pdb,6.752880092561395,10.977,"[-0.6931472, -0.6931472, -0.6929072, -0.6931472, -0.6931472, -0.6931472, -0.6915372, 35.581512]",True
/home/sl160/vina_docking_results/2no3_protein_H.pdb,4.855502141110198,8.172,"[-0.6931472, -0.6931472, -0.6931335, -0.6931472, -0.6931472, -0.6931471, -0.6931472, 24.803307]",True
/home/sl160/vina_docking_results/2nq6_protein_H.pdb,4.857038501634775,6.495,"[-0.6931472, -0.6931472, 25.754921, -0.6931472, -0.6931472, -0.6931472, -0.20000467, 22.226627]",False
/home/sl160/vina_docking_results/2np8_protein_H.pdb,5.453803053118135,9.15,"[-0.6931472, -0.6931472, -0.6931468, -0.6931472, -0.6931472, -0.6929296, -0.6931472, 28.202461]",True
/home/sl160/vina_docking_results/2nq7_protein_H.pdb,5.765065187713849,6.851,"[-0.6931472, -0.6931472, 34.644344, -0.6931472, -0.6931472, -0.6931472, -0.69297385, 26.769518]",False
